3017	4414
4414	4414
5794	701
5794	5794
5615	1335
5615	5615
1335	1335
1335	5615
2119	2119
3488	4478
3488	3488
6151	4478
6151	3488
6031	4478
6031	3488
5889	5889
6836	6836
281	6833
281	281
6833	6833
6833	281
2005	6833
2005	281
6894	6894
6589	6894
5440	5440
5170	5170
2938	2938
2333	6910
2333	6997
2333	2803
2333	2333
2333	2898
2333	4775
2333	6612
2333	2348
6910	6910
6910	6997
6910	2803
6910	2333
6910	2898
6910	4775
6910	6612
6910	2348
2803	6910
2803	6997
2803	2803
2803	2333
2803	2898
2803	4775
2803	6612
2803	2348
6612	6910
6612	6997
6612	2803
6612	2333
6612	2898
6612	4775
6612	6612
6612	2348
1270	6910
1270	6997
1270	2803
1270	2333
1270	2898
1270	4775
1270	6612
1270	2348
807	6910
807	6997
807	2803
807	2333
807	2898
807	4775
807	6612
807	2348
3284	6910
3284	6997
3284	2803
3284	2333
3284	2898
3284	4775
3284	6612
3284	2348
6653	6653
3522	3522
3346	3346
226	3803
226	2667
226	812
226	3416
226	1446
226	1118
226	131
226	5099
226	3840
6552	3803
6552	2667
6552	812
6552	3416
6552	1446
6552	1118
6552	131
6552	5099
6552	3840
3416	3803
3416	2667
3416	812
3416	3416
3416	1446
3416	1118
3416	131
3416	5099
3416	3840
5099	3803
5099	2667
5099	812
5099	3416
5099	1446
5099	1118
5099	131
5099	5099
5099	3840
1510	3803
1510	2667
1510	812
1510	3416
1510	1446
1510	1118
1510	131
1510	5099
1510	3840
3840	3803
3840	2667
3840	812
3840	3416
3840	1446
3840	1118
3840	131
3840	5099
3840	3840
812	3803
812	2667
812	812
812	3416
812	1446
812	1118
812	131
812	5099
812	3840
2064	2197
4137	4137
5010	5010
5010	5004
4585	4585
3570	6458
3570	3570
3570	2761
7089	6458
7089	3570
7089	2761
984	984
2660	2660
3933	3933
3933	1006
1006	3933
1006	1006
5813	5813
2113	2113
1436	2126
1436	207
1436	1495
1436	40
1436	1436
1436	6125
40	2126
40	207
40	1495
40	40
40	1436
40	6125
2497	2126
2497	207
2497	1495
2497	40
2497	1436
2497	6125
207	2126
207	207
207	1495
207	40
207	1436
207	6125
1495	2126
1495	207
1495	1495
1495	40
1495	1436
1495	6125
2126	2126
2126	207
2126	1495
2126	40
2126	1436
2126	6125
5897	5897
6963	7023
98	1158
98	5854
98	346
98	4368
98	3787
98	3665
98	98
98	454
1158	1158
1158	5854
1158	346
1158	4368
1158	3787
1158	3665
1158	98
1158	454
4335	1158
4335	5854
4335	346
4335	4368
4335	3787
4335	3665
4335	98
4335	454
